Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,Subtitle_de,Subtitle_ru,Subtitle_pl,StartTime,EndTime,File_ID,utt_id,arousal_value,model_input
7588,"Oh! All right. Now, let's not do this!",Phoebe,anger,negative,761,2,2,13,So geht das doch nicht!,Нет. Давайте не будем!,Dobrze. Nie róbmy tego!,0 days 00:10:48.898000,0 days 00:10:49.981000,dia761_utt2.mp4,dia761_utt2,0.9491505623,"<high_arousal> Oh! All right. Now, let's not do this!"
7589,Happy thoughts! Happy thoughts!,Phoebe,anger,negative,761,3,2,13,Jetzt reicht es aber mal!,Ну же. Думайте о хорошем.,Przyjemne myśli! Przyjemne myśli!,0 days 00:10:51.400000,0 days 00:10:53.652000,dia761_utt3.mp4,dia761_utt3,0.8573547602,<high_arousal> Happy thoughts! Happy thoughts!
7590,"OK, now I'm gonna kick some ass.",Phoebe,anger,negative,761,4,2,13,Warum macht ihr so einen Blödsinn?,Сейчас вы у меня получите!,Teraz skopię kilka tyłków!,0 days 00:11:04.538000,0 days 00:11:06.414000,dia761_utt4.mp4,dia761_utt4,0.9973023534,"<high_arousal> OK, now I'm gonna kick some ass."
7591,Ow! Ow! Ow!,Rachel,anger,negative,761,5,2,13,Au! Au!,,Ow Ow Ow!,0 days 00:11:08.751000,0 days 00:11:10.001000,dia761_utt5.mp4,dia761_utt5,0.9046018124,<high_arousal> Ow! Ow! Ow!
7592,"Alright, now I will let go if you both stop.",Phoebe,neutral,neutral,761,6,2,13,"Ich werd euch erst loslassen, wenn ihr mir versprecht, ganz brav zu sein.","Ладно. Я вас отпущу, если вы обе прекратите.","Dobra. Puszczę was, jeśli obie przestaniecie.",0 days 00:11:15.424000,0 days 00:11:19.219000,dia761_utt6.mp4,dia761_utt6,0.8950499296,"<high_arousal> Alright, now I will let go if you both stop."
7594,Fine!,Rachel,anger,negative,761,7,2,13,Bitte sehr!,Прекрасно!,Dobra!,0 days 00:11:36.112000,0 days 00:11:36.954000,dia761_utt7.mp4,dia761_utt7,0.8542255163,<high_arousal> Fine!
7595,Fine!,Monica,anger,negative,761,8,2,13,"Bitte, lass los!",Замечательно!,Dobrze!,0 days 00:11:36.954000,0 days 00:11:38.374000,dia761_utt8.mp4,dia761_utt8,0.9332857132,<high_arousal> Fine!
7596,"There we go.You know what, if we were in prison, you guys would be, like, my bitches.",Phoebe,neutral,neutral,761,9,2,13,"Gut gemacht, Kinder. Im Frauengefängnis wärt ihr meine Dienerinnen.","Ну вот и ладненько. Если бы мы сидели в тюрьме, вы были бы моими шестерками.","Gdybyśmy były w więzieniu, byłybyście moimi dziwkami.",0 days 00:11:38.489000,0 days 00:11:44.744000,dia761_utt9.mp4,dia761_utt9,,"<low_arousal> There we go.You know what, if we were in prison, you guys would be, like, my bitches."
7597,Totally!,Monica,joy,positive,764,0,2,3,,Замечательно!,Miał rację!,0 days 00:10:02.643000,0 days 00:10:04.561000,dia764_utt0.mp4,dia764_utt0,,<low_arousal> Totally!
7615,"Mom, would you relax.",Rachel,sadness,negative,774,0,2,4,"Mom, das ist doch Unsinn.","Мам, успокойся, ладно?","Mamo, nie denerwuj się.",0 days 00:00:02.961000,0 days 00:00:05.045000,dia774_utt0.mp4,dia774_utt0,0.576384306,"<high_arousal> Mom, would you relax."
7704,"That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that.",Rachel,sadness,negative,774,1,2,4,"Das war 10 Straßen weiter weg, und die Frau war allein unterwegs. Das wär mir zu riskant.","Это было в 10 кварталах отсюда, женщина шла одна в ночное время. Я так не делаю.","To 10 ulic stąd, a ona spacerowała w nocy sama. Ja tego nie robię.",0 days 00:00:05.338000,0 days 00:00:11.010000,dia774_utt1.mp4,dia774_utt1,0.6898078918,"<high_arousal> That was 10 blocks from here and, the, the woman was walking alone at night, I would never do that."
7705,"Mom, c'mon, stop worrying.",Rachel,fear,negative,774,2,2,4,"Mom, nun mach dir doch bitte nicht solche Sorgen.","Мама, ну же, перестань волноваться.","Mamo, przestań się martwić.",0 days 00:00:11.386000,0 days 00:00:13.846000,dia774_utt2.mp4,dia774_utt2,0.4407126307,"<low_arousal> Mom, c'mon, stop worrying."
7706,"This is a safe street, this is a safe building, there's nothing",Rachel,neutral,neutral,774,3,2,4,Die Gegend hier ist sicher. Und in das Haus kommt niemand hinein...,Это безопасная улица. Это безопасное здание. Нет ничего...,To bezpieczna ulica i budynek. Tu nic. . .,0 days 00:00:14.055000,0 days 00:00:17.391000,dia774_utt3.mp4,dia774_utt3,0.6733907461,"<high_arousal> This is a safe street, this is a safe building, there's nothing"
7707,Hi.,Stranger,neutral,neutral,774,4,2,4,Hi.,Привет.,Cześć.,0 days 00:01:11.029000,0 days 00:01:11.581000,dia774_utt4.mp4,dia774_utt4,0.7527134418,<high_arousal> Hi.
7708,"Hi, hi can I help you?",Rachel,joy,positive,774,5,2,4,Suchen Sie jemanden?,Здравствуйте. Чем могу помочь?,Tak?,0 days 00:01:11.581000,0 days 00:01:13.249000,dia774_utt5.mp4,dia774_utt5,0.8085495234,"<high_arousal> Hi, hi can I help you?"
7709,"Yeah, I'm looking for Phoebe, does she still live here?",Stranger,neutral,neutral,774,6,2,4,"Ich suche Phoebe, sie wohnt doch hier, oder?",Я ищу Фиби. Она всё еще живет здесь?,Czy Phoebe wciąż tu mieszka?,0 days 00:01:13.364000,0 days 00:01:15.616000,dia774_utt6.mp4,dia774_utt6,0.5146880746,"<high_arousal> Yeah, I'm looking for Phoebe, does she still live here?"
7710,"Uh, no she doesn't but I can, I can get a message to her.",Rachel,neutral,neutral,774,7,2,4,"Nein, sie wohnt hier nicht mehr, aber ich kann ihr etwas ausrichten.","Нет, она переехала. Но я могу передать ей сообщение.",Nie. Mogę przekazać jej wiadomość.,0 days 00:01:15.784000,0 days 00:01:18.160000,dia774_utt7.mp4,dia774_utt7,0.6007325053,"<high_arousal> Uh, no she doesn't but I can, I can get a message to her."
7711,"Great. Uhh, just tell her her husband stopped by.",Stranger,neutral,neutral,774,8,2,4,"Sehr gut. Sagen Sie ihr bitte, dass ihr Mann da war.","Отлично. Просто передайте ей, что заходил её муж.","Dzięki. Powiedz, że wpadł jej mąż.",0 days 00:01:18.328000,0 days 00:01:21.205000,dia774_utt8.mp4,dia774_utt8,0.6676524282,"<high_arousal> Great. Uhh, just tell her her husband stopped by."
7712,What?,Rachel,surprise,negative,774,9,2,4,Ihr was?,Ее кто?,Kto?,0 days 00:01:21.414000,0 days 00:01:22.956000,dia774_utt9.mp4,dia774_utt9,0.8275890946,<high_arousal> What?
7713,"Hey, how, how did you do that?",Stranger,surprise,positive,774,10,2,4,,,Jak to zrobiłaś?,0 days 00:01:24.542000,0 days 00:01:26.835000,dia774_utt10.mp4,dia774_utt10,0.7651951909,"<high_arousal> Hey, how, how did you do that?"
7714,"Well, there's no way I'm gonna get a shot.",Ross,fear,negative,799,0,2,6,Eine Spritze kommt überhaupt nicht in Frage. Aber Sie...,Никакого укола.,Nie chcę zastrzyku.,0 days 00:09:24.230000,0 days 00:09:27.357000,dia799_utt0.mp4,dia799_utt0,,"<low_arousal> Well, there's no way I'm gonna get a shot."
7936,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",Ross,fear,negative,799,1,2,6,Aber Sie können mir das Serum in den Mund spritzen. Wie mit 'ner Wasserpistole.,"Может, они снимут иглу и впрыснут лекарство мне в рот. Как из водного пистолета.",Niech zdejmą igłę i strzykną mi w usta. Jak z pistoletu na wodę.,0 days 00:09:24.230000,0 days 00:09:30.860000,dia799_utt1.mp4,dia799_utt1,,"<low_arousal> Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun."
7937,"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.",Monica,neutral,neutral,799,2,2,6,"Dr. Carlin, könnte ich Sie einen Moment sprechen? Mein Bruder hat eine Spritzenphobie.","Доктор, можно вас на минутку? У моего брата небольшая фобия иголок.","Panie doktorze, mogę na słówko? Mój brat ma małą fobię, jeśli idzie o igły.",0 days 00:09:38.786000,0 days 00:09:47.168000,dia799_utt2.mp4,dia799_utt2,,"<low_arousal> Doctor, can I see you for just a minute please? My brother has a slight phobia about needles."
7938,Did you tell him about my thquirt gun idea?,Ross,neutral,neutral,799,3,2,6,Hast du ihm das mit der Wasserpistole vorgeschlagen?,Ты ему рассказала про водный пистолет?,Powiedziałaś o moim pomyśle?,0 days 00:09:47.336000,0 days 00:09:49.337000,dia799_utt3.mp4,dia799_utt3,,<low_arousal> Did you tell him about my thquirt gun idea?
7939,"My brother, the PhD would like to know if there's any way to treat this orally.",Monica,neutral,neutral,799,4,2,6,"Mein Bruder, Dr. der Philosophie, würde gern wissen, ob es die Möglichkeit gibt, das oral zu erledigen.","Мой брат, доктор наук, хотел бы знать, можно ли принять лекарство перорально?","Mój brat, doktor nauk, pyta czy można załatwić to oralnie?",0 days 00:09:51.757000,0 days 00:09:56.595000,dia799_utt4.mp4,dia799_utt4,,"<low_arousal> My brother, the PhD would like to know if there's any way to treat this orally."
7940,"No, under these circumstances it has to be an injection, and it has to be now.",Doctor,neutral,neutral,799,5,2,6,In diesem Fall hilft nur eine Injektion. Wollen wir's hinter uns bringen.,Нет. При таких обстоятельствах необходим укол - и срочно.,"W tych okolicznościach to musi być zastrzyk, i to szybko.",0 days 00:09:56.762000,0 days 00:10:02.142000,dia799_utt5.mp4,dia799_utt5,,"<low_arousal> No, under these circumstances it has to be an injection, and it has to be now."
7941,Tho?,Ross,neutral,neutral,799,6,2,6,Was meint er?,И?,No i co?,0 days 00:10:03.060000,0 days 00:10:04.603000,dia799_utt6.mp4,dia799_utt6,,<low_arousal> Tho?
7942,"Um, the doctor says it's gotta be a needle.",Monica,neutral,neutral,801,0,2,6,"Ganz ruhig. Der Doktor sagt, dass es nur mit einer Spritze geht.","Присядь. Доктор сказал, что надо делать укол.","Doktor mówi, że to musi być igła.",0 days 00:10:06.647000,0 days 00:10:10.817000,dia801_utt0.mp4,dia801_utt0,,"<low_arousal> Um, the doctor says it's gotta be a needle."
7945,"You're just gonna have to be brave, ok?",Monica,neutral,neutral,801,1,2,6,"Du wirst ganz tapfer sein müssen, hörst du?",Ты должен быть храбрым.,Będziesz musiał być dzielny.,0 days 00:10:10.985000,0 days 00:10:13.117000,dia801_utt1.mp4,dia801_utt1,0.6776159406,"<high_arousal> You're just gonna have to be brave, ok?"
7946,Can you do that for me?,Monica,neutral,neutral,801,2,2,6,"Du wirst ganz tapfer sein müssen, hörst du?",Сделаешь это ради меня?,Zrobisz to dla mnie?,0 days 00:10:13.117000,0 days 00:10:15.871000,dia801_utt2.mp4,dia801_utt2,0.5267349482,<high_arousal> Can you do that for me?
7947,Ok.,Ross,neutral,neutral,801,3,2,6,O.k.,Хорошо.,Dobrze.,0 days 00:10:17.116000,0 days 00:10:18.450000,dia801_utt3.mp4,dia801_utt3,,<low_arousal> Ok.
7948,Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,Monica,neutral,neutral,801,4,2,6,"Das ist ja klasse, ich bin wirklich stolz auf dich. Willst du mein Händchen halten, Ross?","Ладно. Молодец, ты так хорошо держишься! Хочешь сжать мою руку?",Świetnie sobie radzisz. Chcesz mnie potrzymać za rękę?,0 days 00:10:17.116000,0 days 00:10:25.165000,dia801_utt4.mp4,dia801_utt4,,<low_arousal> Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?
7949,Yes!,Ross,fear,negative,801,5,2,6,Ja.,Да.,Tak!,0 days 00:10:23.456000,0 days 00:10:25.165000,dia801_utt5.mp4,dia801_utt5,,<low_arousal> Yes!
7950,"All right, Ross, don't squeeze it so hard.",Monica,neutral,neutral,801,6,2,6,Sei nett zu deiner Schwester und drück nicht so fest.,"Росс, не сжимай так сильно.","Ross, nie tak mocno.",0 days 00:10:26.334000,0 days 00:10:28.376000,dia801_utt6.mp4,dia801_utt6,,"<low_arousal> All right, Ross, don't squeeze it so hard."
7952,"Honey, really, don't squeeze it so hard!",Monica,anger,negative,801,7,2,6,"Du weißt ja, dass ich ganz schön empfindlich bin.","Милый, я серьезно. Не сжимай так сильно!",Poważnie! Nie tak mocno!,0 days 00:10:28.544000,0 days 00:10:30.879000,dia801_utt7.mp4,dia801_utt7,,"<low_arousal> Honey, really, don't squeeze it so hard!"
7953,Let go of my hand!,Monica,anger,negative,801,8,2,6,Du sollst nicht so fest drücken!,Отпусти мою руку!,Puść ją!,0 days 00:10:31.339000,0 days 00:10:33.173000,dia801_utt8.mp4,dia801_utt8,,<low_arousal> Let go of my hand!
7955,"Oh, that is so sweet.",Ross,joy,positive,847,0,2,1,Das ist ja süß von dir.,Это так мило.,To takie słodkie.,0 days 00:08:50.571000,0 days 00:08:53.448000,dia847_utt0.mp4,dia847_utt0,0.3307739198,"<low_arousal> Oh, that is so sweet."
8476,"No, no, ok, you hang up.",Ross,joy,positive,847,1,2,1,"Nein, das kann ich nicht, du sollst zuerst auflegen.","Нет. Ладно. Нет, ты клади трубку.","Dobrze. Nie, ty się rozłącz.",0 days 00:08:57.161000,0 days 00:08:59.246000,dia847_utt1.mp4,dia847_utt1,0.7015897036,"<high_arousal> No, no, ok, you hang up."
8477,"Ok, ok, one, two, three.",Ross,joy,positive,847,2,2,1,"Eins, zwei, drei.","Ладно. Один, два, три.","Raz, dwa, trzy.",0 days 00:09:01.290000,0 days 00:09:10.966000,dia847_utt2.mp4,dia847_utt2,0.7772818804,"<high_arousal> Ok, ok, one, two, three."
8478,Well you didn't hang up either.,Ross,joy,positive,847,3,2,1,"Los, du bist ja immer noch dran!","Ну, ты тоже не повесила трубку.",Ale ty też nie.,0 days 00:09:07.672000,0 days 00:09:09.234000,dia847_utt3.mp4,dia847_utt3,0.7454555035,<high_arousal> Well you didn't hang up either.
8479,She didn't hang up either...,Rachel,joy,positive,847,4,2,1,Sie hat gar nicht aufgelegt.,Она не повесила трубку.,Nie rozłączyła się.,0 days 00:09:09.234000,0 days 00:09:11.022000,dia847_utt4.mp4,dia847_utt4,0.8401848078,<high_arousal> She didn't hang up either...
8480,"Ok, no, no, you hang up. You, you, y",Ross,joy,positive,847,5,2,1,"Das kann ich nicht, Julie. Nein, du! Du!","Нет, ты...","Nie, ty. Ty się rozłącz. Ty. Ty.",0 days 00:09:15.221000,0 days 00:09:20.600000,dia847_utt5.mp4,dia847_utt5,0.8032568693,"<high_arousal> Ok, no, no, you hang up. You, you, y"
8481,"OK sweetie, I'll see you later.",Ross,neutral,neutral,974,0,2,2,,,"Okej, skarbie, zobaczymy się później.",0 days 00:06:54.372000,0 days 00:06:56.248000,dia974_utt0.mp4,dia974_utt0,0.6713374257,"<high_arousal> OK sweetie, I'll see you later."
9793,See you later Rach.,Julie,neutral,neutral,974,1,2,2,,"Увидимся позже, Рэйч.","Do zobaczenia później, Rach.",0 days 00:06:57.583000,0 days 00:07:00.629000,dia974_utt1.mp4,dia974_utt1,0.3711274564,<low_arousal> See you later Rach.
9794,Bye-bye Julie.,Rachel,neutral,neutral,975,0,2,4,"Auf Wieder sehen, Julie.","Пока, Джули.","To na razie, Julie.",0 days 00:06:57.583000,0 days 00:07:00.629000,dia975_utt0.mp4,dia975_utt0,0.6507447362,<high_arousal> Bye-bye Julie.
9795,Hey.,Rachel,neutral,neutral,975,1,2,4,He.,Привет.,Na razie.,0 days 00:07:07.969000,0 days 00:07:08.601000,dia975_utt1.mp4,dia975_utt1,0.9487327337,<high_arousal> Hey.
9796,Hey.,Ross,neutral,neutral,975,2,2,4,He.,Привет.,Cześć.,0 days 00:07:08.601000,0 days 00:07:09.570000,dia975_utt2.mp4,dia975_utt2,0.52723068,<high_arousal> Hey.
9797,"Hey, c'mon, cut it out.",Rachel,joy,positive,975,3,2,4,"Jetzt hör mit dem Unsinn auf, Ross!","Да ладно, брось!","Daj spokój, starczy już!",0 days 00:07:10.930000,0 days 00:07:13.140000,dia975_utt3.mp4,dia975_utt3,0.9054090977,"<high_arousal> Hey, c'mon, cut it out."
9798,Hey?,Ross,neutral,neutral,975,4,2,4,He.,Эй!,Hej?,0 days 00:07:14.392000,0 days 00:07:14.893000,dia975_utt4.mp4,dia975_utt4,0.5448857546,<high_arousal> Hey?
9799,What?,Rachel,neutral,neutral,975,5,2,4,Was?,Что?,Co?,0 days 00:07:14.893000,0 days 00:07:16.130000,dia975_utt5.mp4,dia975_utt5,0.6796085835,<high_arousal> What?
9800,Can I ask you somethin'?,Ross,neutral,neutral,975,6,2,4,Kann ich dich was fragen?,Я могу спросить тебя кое о чём?,Mogę cię o coś spytać?,0 days 00:07:17.186000,0 days 00:07:19.688000,dia975_utt6.mp4,dia975_utt6,0.5605742931,<high_arousal> Can I ask you somethin'?
9801,"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower.",Phoebe,joy,positive,976,0,2,6,"Willst du mal den Song hören, den ich heute Nachmittag singen werde? Der Text fiel mir unter der Dusche ein","Хочешь послушать песню, которую я собираюсь сегодня исполнить? Я написала ее утром в душе.",Hej Rach. Zaśpiewać ci piosenkę na dziś wieczór? Napisałam ją dziś pod prysznicem.,0 days 00:04:29.629000,0 days 00:04:36.066000,dia976_utt0.mp4,dia976_utt0,0.6858730316,"<high_arousal> Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower."
9802,Ok.,Rachel,neutral,neutral,976,1,2,6,O.k.,Конечно.,Okej.,0 days 00:04:33.189000,0 days 00:04:36.066000,dia976_utt1.mp4,dia976_utt1,0.650372982,<high_arousal> Ok.
9803,"Uh, Rachel, sweetheart, could I see ya for a minute?",Terry,neutral,neutral,976,2,2,6,"Rachel, ich hab da ein Problem. Kommen Sie doch mal bitte.","Рэйчел, солнышко, подойди сюда на минутку.","Rachel, skarbie, mogę cię prosić na chwilę?",0 days 00:05:01.259000,0 days 00:05:05.387000,dia976_utt2.mp4,dia976_utt2,0.6807501912,"<high_arousal> Uh, Rachel, sweetheart, could I see ya for a minute?"
9804,What's up?,Rachel,neutral,neutral,976,3,2,6,Was ist denn?,Что такое?,O co chodzi?,0 days 00:05:09.017000,0 days 00:05:10.684000,dia976_utt3.mp4,dia976_utt3,0.4974819124,<low_arousal> What's up?
9805,F.Y.I..,Terry,neutral,neutral,976,4,2,6,Ich wollte sagen...,"К твоему сведению,",Chodzi o to że. .,0 days 00:05:10.852000,0 days 00:05:12.728000,dia976_utt4.mp4,dia976_utt4,0.5588676333,<high_arousal> F.Y.I..
9806,I've decided to pay a professional musician to play in here on Sunday afternoons.,Terry,neutral,neutral,976,5,2,6,dass ich für Sonntags eine Berufsmusikerin engagiere.,за выступления по воскресеньям я решил платить профессиональной музыкантке.,"Postanowiłem opłacać zawodowego muzyka, by grał w niedziele.",0 days 00:05:12.895000,0 days 00:05:16.982000,dia976_utt5.mp4,dia976_utt5,0.6230618358,<high_arousal> I've decided to pay a professional musician to play in here on Sunday afternoons.
9807,Her name is Stephanie... something.,Terry,neutral,neutral,976,6,2,6,"Eine gewisse Stephanie irgendwas,","Ее зовут Стефани, фамилию не помню.",To Stephanie Jakaś Tam.,0 days 00:05:17.150000,0 days 00:05:19.662000,dia976_utt6.mp4,dia976_utt6,0.5261980891,<high_arousal> Her name is Stephanie... something.
9808,She's supposed to be very good.,Terry,neutral,neutral,976,7,2,6,jedenfalls ist sie sehr gut.,"Говорят, она очень талантливая.",Podobno bardzo dobra.,0 days 00:05:19.662000,0 days 00:05:21.460000,dia976_utt7.mp4,dia976_utt7,0.5941604376,<high_arousal> She's supposed to be very good.
9809,But what about Phoebe?,Rachel,surprise,negative,976,8,2,6,Aber was ist mit Phoebe?,А как же Фиби?,Ale co z Phoebe?,0 days 00:05:21.571000,0 days 00:05:23.280000,dia976_utt8.mp4,dia976_utt8,0.5064309239,<high_arousal> But what about Phoebe?
9810,"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.",Terry,disgust,negative,976,9,2,6,"Ich sag ja nicht, dass ihre Freundin Phoebe schlecht ist. Sie ist so furchtbar als ob jemand mit seinem Finger durch meine Augen in mein Gehirn sticht und es durcheinander wirbelt.","Рэйчел, дело не в том, что твоя подруга плохо поет. Она поет настолько плохо, что я хочу воткнуть свой палец через глаз себе в мозги и покрутить там.","Nie mówię, że ona jest zła. Ona jest taka zła że chcę zanurzyć palec we własnym mózgu przez oko i zakręcić.",0 days 00:05:23.448000,0 days 00:05:36.626000,dia976_utt9.mp4,dia976_utt9,0.6894951463,"<high_arousal> Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around."
9811,"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.",Rachel,sadness,negative,976,10,2,6,"Ich weiß ja, dass sie kein Fan sind. Aber das können Sie ihr doch trotzdem nicht antun.","Ну, значит, вы не любитель. Бросьте, вы ведь не можете так с ней поступить.",Więc nie jesteś jej fanem. Ale pomyśl. Nie możesz jej tego zrobić.,0 days 00:05:40.548000,0 days 00:05:48.388000,dia976_utt10.mp4,dia976_utt10,0.5976411104,"<high_arousal> Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her."
9812,Uh...,Terry,neutral,neutral,976,11,2,6,,,,0 days 00:05:46.971000,0 days 00:05:48.388000,dia976_utt11.mp4,dia976_utt11,0.3771994114,<low_arousal> Uh...
9813,"Oh, no no no no. Oh no no no no. I have to do this to her?",Rachel,fear,negative,976,12,2,6,"Oh, nein, nein, nein, nein. Oh, nein, nein, nein, nein. Sie wollen, dass ich ihr das sage?",Я должна с ней так поступить?,O nie nie nie nie. Ja mam jej to zrobić?,0 days 00:05:48.598000,0 days 00:05:52.434000,dia976_utt12.mp4,dia976_utt12,0.6225361824,"<high_arousal> Oh, no no no no. Oh no no no no. I have to do this to her?"
9814,Would you look at this dump? He hated us. This is his final revenge!,Monica,disgust,negative,1000,0,2,3,"Dieser Schweinestall ist unglaublich! Er konnte uns nicht leiden, und das war seine letzte Rache!",Он ненавидел нас! Это его месть напоследок!,Ale śmietnik. Nie znosił nas! To jego zemsta!,0 days 00:06:45.780000,0 days 00:06:49.783000,dia1000_utt0.mp4,dia1000_utt0,0.8831335902,<high_arousal> Would you look at this dump? He hated us. This is his final revenge!
10029,Have you ever seen so much crap?,Rachel,disgust,negative,1000,1,2,3,Wie kann man nur so viel Mist ansammeln?,Я никогда не видела столько барахла!,Nigdy nie widziałam tylu gratów!,0 days 00:06:50.034000,0 days 00:06:52.285000,dia1000_utt1.mp4,dia1000_utt1,0.8034029007,<high_arousal> Have you ever seen so much crap?
10030,"Actually, I think this apartment sullies the good name of crap",Chandler,anger,negative,1000,2,2,3,Ein Entrümplungsdienst würde doch glatt ablehnen.,"Я думаю, что эта квартира порочит доброе имя барахла.","Moim zdaniem to obraza dla ""gratów"" .",0 days 00:06:52.537000,0 days 00:06:56.123000,dia1000_utt2.mp4,dia1000_utt2,0.6504197121,"<high_arousal> Actually, I think this apartment sullies the good name of crap"
10031,Check this out. Can I have this?,Joey,neutral,neutral,1000,3,2,3,Seht euch das hier an. Darf ich das behalten?,Можно мне это взять?,Zobaczcie. Mogę to wziąć?,0 days 00:06:57.125000,0 days 00:07:02.254000,dia1000_utt3.mp4,dia1000_utt3,0.8382331133,<high_arousal> Check this out. Can I have this?
10032,What?,Rachel,neutral,neutral,1001,0,2,5,Was?,Что такое?,Boże!,0 days 00:04:54.544000,0 days 00:04:55.627000,dia1001_utt0.mp4,dia1001_utt0,0.7217556238,<high_arousal> What?
10033,"I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti.",Monica,neutral,neutral,1001,1,2,5,"Ich bin bei der Arbei, ein ganz normaler Tag, schab, schab, würz, würz.","Просто обычный день, я нарезаю и жарю, нарезаю и жарю","Dzień w pracy. . . jak co dzień, ciach, ciach, saute, saute.",0 days 00:04:55.837000,0 days 00:05:01.008000,dia1001_utt1.mp4,dia1001_utt1,0.7130457163,"<high_arousal> I'm at work, ordinary day, you know, chop chop chop, sauti, sauti, sauti."
10034,"All of a sudden, Leon, the manager, calls me into his office.",Monica,neutral,neutral,1001,2,2,5,"Da werde ich von Leon, dem Geschäftsführer, ins Büro gerufen.","И вдруг наш менеджер, Леон, зовет меня к себе в кабинет.","Nagle Leon, dyrektor, wzywa mnie do biura.",0 days 00:05:01.884000,0 days 00:05:04.970000,dia1001_utt2.mp4,dia1001_utt2,0.69373101,"<high_arousal> All of a sudden, Leon, the manager, calls me into his office."
10035,"It turns out they fired the head lunch chef, and guess who got the job.",Monica,joy,positive,1001,3,2,5,"Der Chefkoch wurde gefeuert und ratet mal, wer den Job jetzt hat?","Шефа-повара обедов уволили. Угадайте, кто получил его место?",Zwolnili dyrektora od śniadań. I co dalej?,0 days 00:05:05.221000,0 days 00:05:08.181000,dia1001_utt3.mp4,dia1001_utt3,0.8652752638,"<high_arousal> It turns out they fired the head lunch chef, and guess who got the job."
10036,"If it's not you, this is a horrible story.",Joey,sadness,negative,1001,4,2,5,"Hoffentlich du, sonst gefällt mir die Geschichte nicht.","Если не ты, то это ужасная история.",Dostałaś jego posadę.,0 days 00:05:08.433000,0 days 00:05:11.184000,dia1001_utt4.mp4,dia1001_utt4,0.6648121476,"<high_arousal> If it's not you, this is a horrible story."
10037,"Fortunately, it is me.",Monica,joy,positive,1001,5,2,5,Das Schicksal hat mich ausgewählt.,"К счастью, это я.",Na szczęście dostałam.,0 days 00:05:12.603000,0 days 00:05:14.730000,dia1001_utt5.mp4,dia1001_utt5,0.7625216246,"<high_arousal> Fortunately, it is me."
10038,"And, they made me head of purchasing, thank you very much.",Monica,joy,positive,1001,6,2,5,Und ich bin noch für den Einkauf verantwortlich!,А еще я теперь директор по закупкам. Большое спасибо!,"I nadzoruję zakupy, dziękuję!",0 days 00:05:14.897000,0 days 00:05:17.735000,dia1001_utt6.mp4,dia1001_utt6,0.8154569268,"<high_arousal> And, they made me head of purchasing, thank you very much."
10039,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.",Monica,joy,positive,1001,7,2,5,"Und ich finde, wir sollten heute abend irgendwo hingehen.","Я встретила Чендлера и Росса внизу, думаю, нам стоит это отпраздновать.",Powinniśmy gdzieś iść i uczcić to.,0 days 00:05:19.694000,0 days 00:05:22.612000,dia1001_utt7.mp4,dia1001_utt7,0.7704366446,"<high_arousal> Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate."
10040,"Y'know, someplace nice.",Monica,neutral,neutral,1001,8,2,5,Wo's schön teuer ist.,В хорошем заведении.,Do jakiejś miłej knajpy.,0 days 00:05:22.822000,0 days 00:05:23.782000,dia1001_utt8.mp4,dia1001_utt8,0.536736846,"<high_arousal> Y'know, someplace nice."
10041,"Yeah, someplace nice.",Joey,neutral,neutral,1001,9,2,5,,"Да, в хорошем заведении.",Do miłej knajpy.,0 days 00:05:23.782000,0 days 00:05:23.919000,dia1001_utt9.mp4,dia1001_utt9,0.80998981,"<high_arousal> Yeah, someplace nice."
10042,Yeah!,Rachel,joy,positive,1001,10,2,5,"Ja, eine Superidee, oder?",Ага.,Tak!,0 days 00:05:30.371000,0 days 00:05:31.872000,dia1001_utt10.mp4,dia1001_utt10,0.6639406085,<high_arousal> Yeah!
10043,How much do you think I can get for my kidney?,Joey,neutral,neutral,1001,11,2,5,Wie viel würd ich für meine Niere kriegen?,А сколько платят за почку?,Ile mogę dostać za używaną nerkę?,0 days 00:05:32.248000,0 days 00:05:34.833000,dia1001_utt11.mp4,dia1001_utt11,0.7311760187,<high_arousal> How much do you think I can get for my kidney?
